id,sentence
q05_page_15-0001,ĐẠI NAM NHẤT THỐNG CHÍ
q05_page_15-0002,QUYỂN THỨ 5
q05_page_15-0003,TỈNH QUẢNG NAM
q05_page_15-0004,TỨ CHÍ
q05_page_15-0005,"Từ đông đến tây cách 99 dặm, từ nam đến bắc cách 194 dặm."
q05_page_15-0006,"Từ tỉnh lý xuống phía đông đến biển 25 dặm; phía tây đến đồn bảo An Sơn giáp man động 74 dặm, có con đường xuyên qua nước Ai Lao; phía nam đến huyện giới Bình Sơn tỉnh Quảng Ngãi 129 dặm; phía bắc đến ải Hải Vân tiếp giáp huyện Phú Lộc phủ Thừa Thiên 65 dặm; phía đông nam đến biển 32 dặm; phía tây nam đến đạo Trà Nô nguồn Chiên Đàn giáp man động 84 dặm; phía đông bắc đến biển 47 dặm; phía tây bắc đến khe Tu Nông giáp địa giới huyện Phú Lộc phủ Thừa Thiên 74 dặm."
q05_page_15-0007,Từ tỉnh lý đến kinh hơn 200 dặm.
q05_page_17-0001,KIẾN TRÍ DIÊN CÁCH (Kiến thiết theo cũ hoặc đổi mới)
q05_page_17-0002,"Nguyên xưa là đất Việt Thường thị, đời Tần (246-207 trước D.L.) thuộc về Tượng quận, đời Hán (206-2 trước D.L., 1-219 sau D.L.) thuộc quận Nhật Nam (Hán thư chép: quận Nhật Nam có huyện Lư Dung và Châu Ngô."
q05_page_17-0003,"Ở Lư Dung có bến nước lượm vàng, thế truyền tại sông Tranh và sông Tu thuộc đạo Trà Nô phủ Thăng Bình thường có sản xuất vàng."
q05_page_17-0004,"Xét Quảng Nam hiện nay là đất Lư Dung, còn Châu Ngô thì đã thấy trong Phủ chí Thừa Thiên)."
q05_page_17-0005,"Sau bị Lâm Ấp chiếm cứ (niên hiệu Vĩnh Hòa thứ 5 đời Tấn (349), Hoàn Ôn sai Đằng Tuấn đem binh Giao châu, Quảng châu đánh Phạm Văn ở Lư Dung, bị Văn đánh bại)."
q05_page_17-0006,"Niên hiệu Đại Nghiệp nguyên niên (605), nhà Tùy binh Lâm Ấp đặt làm Nông Châu, rồi đổi làm Hải Âm quận, thống trị 4 huyện: Tân Dung (tức xưa là Lư Dung), Chân Long, Đa Nông và An Lạc."
q05_page_17-0007,Cuối đời nhà Tùy đất ấy bị Lâm Ấp lấy lại; vào khoảng niên hiệu Trinh Quán đời Đường (627-614) đặt nha kiều trị ở phía nam Hoan Châu rồi sau lại bỏ (1).
q05_page_17-0008,Sang đời Tống lấy làm đất Chiêm Thành tức là Lý Châu và Chiêm động.
q05_page_17-0009,Nhà Trần niên hiệu Hưng Long 14 (1306) lấy đất ấy đặt làm Hóa Châu (đã ghi rõ trong Thừa Thiên Phủ chí).
q05_page_17-0010,Đời Nhuận Hồ niên hiệu Thiệu Thành thứ 2 (1402) lại lấy đất Chiêm Động của người Chiêm Thành chia làm châu Thăng và châu Hoa dời dân đến ở.
q05_page_17-0011,"đặt ra Thăng Hoa lộ An phủ sứ, trên nguyên đầu đặt Tân Ninh trấn."
q05_page_17-0012,(1) Kiều trị nghĩa là trú ngụ ở một nơi mà cai trị một nơi.
q05_page_17-0013,"Lúc bấy giờ nhà Đường cai trị Lâm ấp mà đặt nha sở tại biên cảnh Hoan Châu (Hoan Châu lúc ấy là thuộc quận Nhật Nam, phía bắc Lâm Ấp)."
q05_page_18-0001,"Lúc thuộc nhà Minh đặt làm Thăng Hoa phủ, lãnh 4 châu, 11 huyện (Trong sách “Thiên Hạ Quận Quốc Lợi Bịnh” của Cố Đình Lâm đời Minh có chép: Niên hiệu Vĩnh Lạc thứ 2 đời Minh (1404) đặt 1 phủ lãnh 4 châu."
q05_page_18-0002,"Châu Thăng có 3 huyện: Lê Giang, Đô Hòa và An Bị."
q05_page_18-0003,"Châu Hoa có 3 huyện: Vạn An, Cụ Hi, Lê Đề."
q05_page_18-0004,"Châu Tư có 2 huyện: Trì Bình, Bạch Ô."
q05_page_18-0005,"Châu Nghĩa có 3 huyện: Nghĩa Thuần, Nga Bôi, Khê Cầm."
q05_page_18-0006,Châu Tư và châu Nghĩa ray thuộc tỉnh Quảng Ngãi).
q05_page_18-0007,Nhưng trong đồ lịch chỉ biên hư danh đó thôi còn đất đai thì người Chiêm Thành chiếm cứ.
q05_page_18-0008,Đầu đời nhà Lê mới đặt làm đất ky mi (ràng buộc chứ chưa thành đất thuộc địa).
q05_page_18-0009,"Niên hiệu Hồng Đức (1470-1497) đánh Chiêm Thành lấy đất ấy lại rồi dùng hàng thần người Chiêm là Ba Thái làm Đồng tri châu đất Đại Chiêm, Đa Thủy làm Thiêm tri châu."
q05_page_18-0010,"Lại dùng Đỗ Tử Qui làm Đồng tri châu coi quân dân sự Đại Chiêm rồi đem đất ấy đặt làm Quảng Nam Thừa Tuyên, đặt ra 3 ty đề cai trị, lãnh 3 phủ, 9 huyện (Phủ Thăng Hoa 3 huyện: Lê Giang, Hi Giang và Hà Đông."
q05_page_18-0011,"Phủ Tư Nghĩa 3 huyện: Nghĩa Sơn, Bình Sơn và Mộ Hoa."
q05_page_18-0012,"Phủ Hoài Nhân 3 huyện: Bồng Sơn, Phù Ly và Tuy Viễn)."
q05_page_18-0013,"Triều Nguyễn, đời vua Thái Tổ Gia Dụ Hoàng Đế năm Nhâm dần thứ 45 (1602) đặt làm Quảng Nam dinh và đặt các chức Trấn thủ, Cai bạ và Ký lục, đem 3 phủ Thăng Hoa, Tư Nghĩa và Hoài Nhân lệ thuộc vào đó, sau 3 năm lại đem huyện Điện Bàn thuộc phủ Triệu Phong ở Thuận Hóa thăng làm phủ, cho đổi thuộc vào Quảng Nam."
q05_page_18-0014,Cuộc binh biến năm Giáp Ngọ (1774) Tây Sơn chiếm cứ đất ấy gần 30 năm.
q05_page_18-0015,"Năm Tân Dậu (1801), Thế Tổ Cao Hoàng Đế khắc phục được đất đai cũ, mới lấy phủ Thăng, phủ Điện đặt làm Quảng Nam dinh và đặt các chức Lưu thủ, Cai bạ và Ký lục để cai trị."
q05_page_18-0016,"Năm Gia Long thứ 5 (1806) đổi làm Trực lệ Quảng Nam dinh, lệ thuộc vào Kinh sư."
